Catalog Nbr,Section,Acad Group,Class Nbr,Subject,Course Title,Component,Days,Time,Location,Instructor,Units,Class Duration
 713,1,Architecture & Urban Planning,18390,Urban Design,Hist of Urban Form,Lecture,"Tuesday, Thursday",830-10AM,2108 A&AB,Professor Mascorella,3.00,Full Term
 714,1,Architecture & Urban Planning,24763,Urban Design,Representation,Seminar,Tuesday,230-530PM,2222 A&AB,Professor Penarroyo,3.00,Full Term
 715,1,Architecture & Urban Planning,36902,Urban Design,Theories&Methods UD,Seminar,Wednesday,1-4PM,2210 A&AB,Professor Arquero de Alarcon,3.00,Full Term
 716,1,Architecture & Urban Planning,35266,Urban Design,"UrbnEcon,Fin,CtyMk",Seminar,Monday,830-1130AM,to be determined,Professor McCullough,3.00,Full Term
 732,1,Architecture & Urban Planning,25845,Urban Design,UD Studio III,Lab,"Monday, Thursday",1-6PM,3100 A&AB,Professor Jazairy,6.00,Full Term
 742,1,Architecture & Urban Planning,26433,Urban Design,Urban Design Thesis,Individual Instruction,not available,unknown,to be determined,not available,6.00,Full Term
 357,1,Architecture & Urban Planning,22585,Urban and Regional Planning,"Arch, Sustainability",Lecture,"Tuesday, Thursday",9-10AM,1210 CHEM,Professor Maigret,3.00,Full Term
 357,2,Architecture & Urban Planning,22586,Urban and Regional Planning,"Arch, Sustainability",Discussion,Wednesday,10-11AM,373 LORCH,not available,3.00,Full Term
 357,3,Architecture & Urban Planning,22587,Urban and Regional Planning,"Arch, Sustainability",Discussion,Wednesday,10-11AM,173 LORCH,not available,3.00,Full Term
 357,4,Architecture & Urban Planning,22588,Urban and Regional Planning,"Arch, Sustainability",Discussion,Wednesday,10-11AM,G144 AH,not available,3.00,Full Term
 357,5,Architecture & Urban Planning,22589,Urban and Regional Planning,"Arch, Sustainability",Discussion,Wednesday,12-1PM,4212 SEB,not available,3.00,Full Term
 357,6,Architecture & Urban Planning,22590,Urban and Regional Planning,"Arch, Sustainability",Discussion,Wednesday,12-1PM,2310 SEB,not available,3.00,Full Term
 357,7,Architecture & Urban Planning,22591,Urban and Regional Planning,"Arch, Sustainability",Discussion,Wednesday,12-1PM,3556 DANA,not available,3.00,Full Term
 357,8,Architecture & Urban Planning,22592,Urban and Regional Planning,"Arch, Sustainability",Discussion,Wednesday,1-2PM,3752 SSWB,not available,3.00,Full Term
 357,9,Architecture & Urban Planning,22593,Urban and Regional Planning,"Arch, Sustainability",Discussion,Wednesday,1-2PM,142 LORCH,not available,3.00,Full Term
 357,10,Architecture & Urban Planning,22594,Urban and Regional Planning,"Arch, Sustainability",Discussion,Wednesday,1-2PM,2024 DANA,not available,3.00,Full Term
 357,11,Architecture & Urban Planning,23854,Urban and Regional Planning,"Arch, Sustainability",Discussion,Wednesday,9-10AM,3556 DANA,not available,3.00,Full Term
 402,1,Architecture & Urban Planning,34345,Urban and Regional Planning,Ug Experimental Crs,Lecture,"Tuesday, Thursday",1-230PM,2213 A&AB,"Professor Larsen, Professor Ngan",3.00,Full Term
 402,2,Architecture & Urban Planning,35265,Urban and Regional Planning,Ug Experimental Crs,Lecture,"Tuesday, Thursday",1-230PM,2222 A&AB,Professor Campbell,3.00,Full Term
 423,1,Architecture & Urban Planning,10058,Urban and Regional Planning,Int U P&Env,Lecture,"Tuesday, Thursday",10-11AM,3600 SKB,Professor Larsen,3.00,Full Term
 423,2,Architecture & Urban Planning,10059,Urban and Regional Planning,Int U P&Env,Discussion,Thursday,12-1PM,1804 SSWB,not available,3.00,Full Term
 423,3,Architecture & Urban Planning,10060,Urban and Regional Planning,Int U P&Env,Discussion,Friday,11-12PM,B834 EQ,not available,3.00,Full Term
 423,4,Architecture & Urban Planning,10061,Urban and Regional Planning,Int U P&Env,Discussion,Thursday,12-1PM,3752 SSWB,not available,3.00,Full Term
 427,1,Architecture & Urban Planning,28358,Urban and Regional Planning,Sustainable Food Sys,Seminar,"Tuesday, Thursday",1-230PM,2024 DANA,"Professor Blesh, Professor Jones, Professor Hoey",3.00,Full Term
 480,1,Architecture & Urban Planning,19953,Urban and Regional Planning,Directed Study,Individual Instruction,not available,unknown,to be determined,not available,1.00-4.00,Full Term
 500,1,Architecture & Urban Planning,22569,Urban and Regional Planning,Plng Thry Policy,Lecture,"Monday, Wednesday",10-1130AM,2108 A&AB,"Professor Kinder, Professor Steiff",3.00,Full Term
 506,1,Architecture & Urban Planning,27473,Urban and Regional Planning,Plng Mthds Quant,Lecture,"Tuesday, Thursday",230-4PM,2108 A&AB,Professor Goodspeed,3.00,Full Term
 509,1,Architecture & Urban Planning,10062,Urban and Regional Planning,Public Economics,Lecture,"Monday, Wednesday",1-230PM,2108 A&AB,Professor Levine,2.00-3.00,Full Term
 510,1,Architecture & Urban Planning,20402,Urban and Regional Planning,Fiscal Planning&Mgt,Lecture,"Tuesday, Thursday",1-230PM,2108 A&AB,Professor Deng,2.00-3.00,Full Term
 520,1,Architecture & Urban Planning,20382,Urban and Regional Planning,Intro to GIS,Lecture,"Tuesday, Thursday",4-5PM,2104 A&AB,Professor Bedogne,3.00,Full Term
 520,2,Architecture & Urban Planning,20387,Urban and Regional Planning,Intro to GIS,Lab,Friday,830-11AM,to be determined,not available,3.00,Full Term
 520,3,Architecture & Urban Planning,20389,Urban and Regional Planning,Intro to GIS,Lab,Friday,1-330PM,to be determined,not available,3.00,Full Term
 520,4,Architecture & Urban Planning,20391,Urban and Regional Planning,Intro to GIS,Lab,Thursday,530-8PM,to be determined,not available,3.00,Full Term
 523,1,Architecture & Urban Planning,28356,Urban and Regional Planning,Comp Part Plng,Seminar,"Monday, Wednesday",230-4PM,2222 A&AB,Professor Pimentel Walker,3.00,Full Term
 525,1,Architecture & Urban Planning,34220,Urban and Regional Planning,Regional Planning,Lecture,"Tuesday, Thursday",10-1130AM,2108 A&AB,Professor Campbell,3.00,Full Term
 527,1,Architecture & Urban Planning,28359,Urban and Regional Planning,Sustainable Food Sys,Seminar,"Tuesday, Thursday",1-230PM,2024 DANA,"Professor Blesh, Professor Jones, Professor Hoey",3.00,Full Term
 529,1,Architecture & Urban Planning,18392,Urban and Regional Planning,Hist Urban Form,Lecture,"Tuesday, Thursday",830-10AM,2108 A&AB,Professor Mascorella,3.00,Full Term
 536,1,Architecture & Urban Planning,31195,Urban and Regional Planning,Trans Food Systems,Seminar,Friday,230-430PM,to be determined,"Professor Hoey, Professor Perfecto",1.50,Full Term
 544,1,Architecture & Urban Planning,21805,Urban and Regional Planning,Behavior&Environmt,Lecture,"Monday, Wednesday",1-230PM,1040 DANA,Professor De Young,3.00,Full Term
 544,2,Architecture & Urban Planning,21828,Urban and Regional Planning,Behavior&Environmt,Discussion,Friday,9-10AM,3556 DANA,Professor De Young,3.00,Full Term
 544,3,Architecture & Urban Planning,21830,Urban and Regional Planning,Behavior&Environmt,Discussion,Friday,11-12PM,1046 DANA,Professor De Young,3.00,Full Term
 551,1,Architecture & Urban Planning,18735,Urban and Regional Planning,Phys Plan Workshop,Lab,Tuesday,4-7PM,2108 A&AB,Professor Arquero de Alarcon,3.00,Full Term
 552,1,Architecture & Urban Planning,23640,Urban and Regional Planning,Healthy Cities,Seminar,"Monday, Wednesday",230-4PM,2108 A&AB,Professor Kinder,3.00,Full Term
 555,1,Architecture & Urban Planning,32125,Urban and Regional Planning,Arch Pln DV,Lecture,Tuesday,1-4PM,to be determined,Professor McCullough,3.00,Full Term
 560,1,Architecture & Urban Planning,24538,Urban and Regional Planning,Trans&Lnd Pl,Seminar,"Monday, Wednesday",830-10AM,2210 A&AB,Professor Levine,3.00,Full Term
 571,1,Architecture & Urban Planning,34222,Urban and Regional Planning,Comp Urban Policy,Lecture,Thursday,6-9PM,2222 A&AB,Professor Murray,3.00,Full Term
 572,1,Architecture & Urban Planning,24645,Urban and Regional Planning,Comp Hsng&Prop Pol,Seminar,"Monday, Wednesday",10-1130AM,2210 A&AB,Professor Pimentel Walker,3.00,Full Term
 581,1,Architecture & Urban Planning,22568,Urban and Regional Planning,Hsg Policy&Econ,Lecture,Thursday,6-9PM,1360 A&AB,Professor Deng,3.00,Full Term
 582,1,Architecture & Urban Planning,31403,Urban and Regional Planning,Neighborhood Plan,Lecture,Monday,530-830PM,2108 A&AB,Professor Reddy,3.00,Full Term
 583,1,Architecture & Urban Planning,34223,Urban and Regional Planning,"Race,Diff&Social Jus",Seminar,"Monday, Wednesday",830-10AM,2108 A&AB,Professor Grengs,3.00,Full Term
 586,1,Architecture & Urban Planning,27162,Urban and Regional Planning,Skil&Strat Comm Chan,Lecture,Friday,2-5PM,2752 SSWB,Professor Okasinski,3.00,Full Term
 586,2,Architecture & Urban Planning,32252,Urban and Regional Planning,Skil&Strat Comm Chan,Lecture,Friday,2-5PM,3816 SSWB,Professor Kattari,3.00,Full Term
 591,1,Architecture & Urban Planning,38751,Urban and Regional Planning,Fin RE Development,Lecture,Wednesday,6-9PM,2213 A&AB,Professor Bubniak,3.00,Full Term
 595,1,Architecture & Urban Planning,34827,Urban and Regional Planning,Pub Priv Partnerships,Seminar,Monday,530-830PM,2210 A&AB,Professor Bonner,3.00,Full Term
 596,1,Architecture & Urban Planning,27399,Urban and Regional Planning,Fund Real Est Dev,Seminar,Tuesday,6-9PM,REMOTE,Professor Duggal,3.00,Full Term
 600,1,Architecture & Urban Planning,10063,Urban and Regional Planning,Expanded Horizons,Lab,not available,unknown,to be determined,Professor Larsen,1.00,Partial Term
 601,1,Architecture & Urban Planning,15453,Urban and Regional Planning,Thesis,Individual Instruction,not available,unknown,to be determined,not available,3.00-6.00,Full Term
 601,18,Architecture & Urban Planning,38382,Urban and Regional Planning,Thesis,Individual Instruction,not available,unknown,to be determined,Professor Pimentel Walker,3.00-6.00,Full Term
 602,1,Architecture & Urban Planning,18221,Urban and Regional Planning,Prof Project,Individual Instruction,not available,unknown,to be determined,not available,3.00-6.00,Full Term
 602,6,Architecture & Urban Planning,38381,Urban and Regional Planning,Prof Project,Individual Instruction,not available,unknown,to be determined,Professor Hoey,3.00-6.00,Full Term
 602,24,Architecture & Urban Planning,37781,Urban and Regional Planning,Prof Project,Individual Instruction,not available,unknown,to be determined,Professor Larsen,3.00-6.00,Full Term
 610,1,Architecture & Urban Planning,28357,Urban and Regional Planning,URP Grad Exper Cse,Seminar,"Monday, Wednesday",4-530PM,2213 A&AB,Professor Norton,3.00,Full Term
 610,2,Architecture & Urban Planning,34224,Urban and Regional Planning,URP Grad Exper Cse,Seminar,"Monday, Wednesday",4-530PM,2210 A&AB,Professor Grengs,3.00,Full Term
 610,3,Architecture & Urban Planning,34361,Urban and Regional Planning,URP Grad Exper Cse,Seminar,"Tuesday, Thursday",1-230PM,2222 A&AB,Professor Campbell,3.00,Full Term
 610,4,Architecture & Urban Planning,37515,Urban and Regional Planning,URP Grad Exper Cse,Seminar,Friday,1-4PM,2104 A&AB,Professor Mills,3.00,Full Term
 610,5,Architecture & Urban Planning,38731,Urban and Regional Planning,URP Grad Exper Cse,Seminar,Friday,1-4PM,to be determined,Professor Hood,3.00,Full Term
 612,1,Architecture & Urban Planning,16324,Urban and Regional Planning,URP Directed Study,Individual Instruction,not available,unknown,to be determined,not available,1.00-4.00,Full Term
 612,18,Architecture & Urban Planning,37682,Urban and Regional Planning,URP Directed Study,Individual Instruction,not available,unknown,to be determined,Professor Pimentel Walker,1.00-4.00,Full Term
 612,30,Architecture & Urban Planning,38314,Urban and Regional Planning,URP Directed Study,Individual Instruction,not available,unknown,to be determined,Professor Campbell,1.00-4.00,Full Term
 613,1,Architecture & Urban Planning,20275,Urban and Regional Planning,URP Directed Study,Individual Instruction,not available,unknown,to be determined,not available,1.00-4.00,Full Term
 690,1,Architecture & Urban Planning,32334,Urban and Regional Planning,URP Curr Pract Exper,Individual Instruction,not available,unknown,to be determined,not available,1.00,Full Term
 690,20,Architecture & Urban Planning,35642,Urban and Regional Planning,URP Curr Pract Exper,Individual Instruction,not available,unknown,to be determined,Professor Goodspeed,1.00,Full Term
 701,1,Architecture & Urban Planning,34225,Urban and Regional Planning,Epist&Rsn Pln Res,Seminar,Monday,1-4PM,to be determined,Professor Thacher,3.00,Full Term
 990,1,Architecture & Urban Planning,10064,Urban and Regional Planning,PhD Diss-Precand,Individual Instruction,not available,unknown,to be determined,not available,1.00-8.00,Full Term
 990,4,Architecture & Urban Planning,38353,Urban and Regional Planning,PhD Diss-Precand,Individual Instruction,not available,unknown,to be determined,Professor Murray,1.00-8.00,Full Term
 990,6,Architecture & Urban Planning,38352,Urban and Regional Planning,PhD Diss-Precand,Individual Instruction,not available,unknown,to be determined,Professor Hoey,1.00-8.00,Full Term
 990,18,Architecture & Urban Planning,38351,Urban and Regional Planning,PhD Diss-Precand,Individual Instruction,not available,unknown,to be determined,Professor Pimentel Walker,1.00-8.00,Full Term
 990,23,Architecture & Urban Planning,38355,Urban and Regional Planning,PhD Diss-Precand,Individual Instruction,not available,unknown,to be determined,Professor Levine,1.00-8.00,Full Term
 990,30,Architecture & Urban Planning,38354,Urban and Regional Planning,PhD Diss-Precand,Individual Instruction,not available,unknown,to be determined,Professor Campbell,1.00-8.00,Full Term
 993,1,Architecture & Urban Planning,10065,Urban and Regional Planning,Teach Meth GSI,Seminar,not available,unknown,to be determined,"Professor Clutter, Professor Goodspeed",1.00,Full Term
 995,1,Architecture & Urban Planning,10066,Urban and Regional Planning,PhD Diss-Cand,Individual Instruction,not available,unknown,to be determined,not available,8.00,Full Term
 995,4,Architecture & Urban Planning,38343,Urban and Regional Planning,PhD Diss-Cand,Individual Instruction,not available,unknown,to be determined,Professor Murray,8.00,Full Term
 995,6,Architecture & Urban Planning,38342,Urban and Regional Planning,PhD Diss-Cand,Individual Instruction,not available,unknown,to be determined,Professor Hoey,8.00,Full Term
 995,7,Architecture & Urban Planning,38344,Urban and Regional Planning,PhD Diss-Cand,Individual Instruction,not available,unknown,to be determined,Professor Fishman,8.00,Full Term
 995,8,Architecture & Urban Planning,38345,Urban and Regional Planning,PhD Diss-Cand,Individual Instruction,not available,unknown,to be determined,Professor Deng,8.00,Full Term
 995,18,Architecture & Urban Planning,38341,Urban and Regional Planning,PhD Diss-Cand,Individual Instruction,not available,unknown,to be determined,Professor Pimentel Walker,8.00,Full Term
 995,20,Architecture & Urban Planning,38350,Urban and Regional Planning,PhD Diss-Cand,Individual Instruction,not available,unknown,to be determined,Professor Goodspeed,8.00,Full Term
 995,21,Architecture & Urban Planning,38346,Urban and Regional Planning,PhD Diss-Cand,Individual Instruction,not available,unknown,to be determined,Professor Norton,8.00,Full Term
 995,23,Architecture & Urban Planning,38347,Urban and Regional Planning,PhD Diss-Cand,Individual Instruction,not available,unknown,to be determined,Professor Levine,8.00,Full Term
 995,25,Architecture & Urban Planning,38348,Urban and Regional Planning,PhD Diss-Cand,Individual Instruction,not available,unknown,to be determined,Professor Grengs,8.00,Full Term
 995,30,Architecture & Urban Planning,38349,Urban and Regional Planning,PhD Diss-Cand,Individual Instruction,not available,unknown,to be determined,Professor Campbell,8.00,Full Term
 201,1,Architecture & Urban Planning,31297,Urban Technology,Change-Making,Lecture,Tuesday,4-530PM,1360 A&AB,Professor Ruffin,3.00,Full Term
 201,2,Architecture & Urban Planning,34227,Urban Technology,Change-Making,Discussion,Thursday,230-4PM,2213 A&AB,not available,3.00,Full Term
 201,3,Architecture & Urban Planning,34228,Urban Technology,Change-Making,Discussion,Thursday,4-530PM,2213 A&AB,not available,3.00,Full Term
 330,1,Architecture & Urban Planning,35637,Urban Technology,Inter Dsn&Ubn Exper,Lab,Friday,9-12PM,3100 A&AB,not available,6.00,Full Term
 330,1,Architecture & Urban Planning,35637,Urban Technology,Inter Dsn&Ubn Exper,Lab,Wednesday,9-12PM,3100 A&AB,not available,6.00,Full Term
 330,1,Architecture & Urban Planning,35637,Urban Technology,Inter Dsn&Ubn Exper,Lab,Monday,9-12PM,3100 A&AB,not available,6.00,Full Term
 402,1,Architecture & Urban Planning,35643,Urban Technology,Special Topics in UT,Seminar,Wednesday,1-4PM,to be determined,not available,2.00,Full Term
 402,2,Architecture & Urban Planning,35644,Urban Technology,Special Topics in UT,Seminar,Friday,1-4PM,to be determined,not available,2.00,Full Term
 572,1,Dentistry,10129,Biomaterials,Sp Lab Proj-Biomatr,Individual Instruction,not available,unknown,to be determined,not available,1.00-4.00,Full Term
 577,1,Dentistry,20658,Biomaterials,Mech of Ortho Matrl,Seminar,Friday,8-10AM,1033 DENT,Professor Haerian,1.00,Full Term
 579,1,Dentistry,10130,Biomaterials,Investigatn-Thesis,Individual Instruction,not available,unknown,to be determined,not available,1.00-6.00,Full Term
 990,1,Dentistry,10131,Biomaterials,Diss-Precand,Individual Instruction,not available,unknown,to be determined,not available,1.00-8.00,Full Term
